email,first_name,last_name,remaining_goal_amount,cf_id,company_name,description,end_date
wjordan@live.com,Walter,Jordan,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wjohnson@yahoo.com,Walburga,Johnson,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wjeanne@protonmail.com,Waltraud,Jeanne,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wjans@live.com,Waylon,Jans,151747.00,2284,Foley-Cox,Progressive zero administration leverage,2022-01-13
whuffman@yahoo.com,Wael,Huffman,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
whuff@protonmail.com,William,Huff,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
whuber@outlook.com,Wanda,Huber,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
whoover@yahoo.com,Willian,Hoover,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
whoover@protonmail.com,Will,Hoover,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
whoover@outlook.com,Wilda,Hoover,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
whermann@protonmail.com,Warner,Hermann,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
whermann@outlook.com,Walter,Hermann,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
whellewege@live.com,Wynell,Hellewege,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wheintze@gmail.com,Walburg,Heintze,151747.00,2284,Foley-Cox,Progressive zero administration leverage,2022-01-13
wgrosser@outlook.com,Wendell,Grosser,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wgrimard@outlook.com,Wigburg,Grimard,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wgraham@outlook.com,Wen,Graham,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
wgott@outlook.com,Wilfred,Gott,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wgodart@gmail.com,Werner,Godart,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
wgeissler@outlook.com,Wulf,Geissler,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wgehring@live.com,Will,Gehring,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wgardner@live.com,Wiebke,Gardner,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wgabler@protonmail.com,Walker,Gabler,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
wfulgenzi@outlook.com,Wernher,Fulgenzi,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wfriedrich@live.com,Walker,Friedrich,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wfreudenberger@live.com,Winford,Freudenberger,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
wfrench@protonmail.com,Wilburn,French,72323.00,1911,Willis and Sons,Fundamental incremental database,2021-06-16
wfrederick@live.com,Werner,Frederick,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wfrank@live.com,Wilfredo,Frank,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
wfraisse@yahoo.com,Wesley,Fraisse,72323.00,1911,Willis and Sons,Fundamental incremental database,2021-06-16
wfowler@live.com,Wesley,Fowler,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wfitzgerald@outlook.com,Wilfreda,Fitzgerald,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wfiedler@yandex.com,Wynell,Fiedler,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wfenstermacher@yandex.com,Walda,Fenstermacher,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
wegger@gmail.com,Willard,Egger,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wdyer@gmail.com,Wulf,Dyer,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wdunkle@outlook.com,Wernher,Dunkle,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
wduncan@yandex.com,Wilmer,Duncan,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wduhaime@outlook.com,Walda,Duhaime,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wduclos@yahoo.com,Wallace,Duclos,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
wdubost@yandex.com,Wendy,Dubost,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
wdohman@yandex.com,Ward,Dohman,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wdickson@yandex.com,William,Dickson,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wdawson@gmail.com,Wilbert,Dawson,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
wdavid@yahoo.com,Wilhelmine,David,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wdavenport@gmail.com,Walter,Davenport,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
wdattoli@outlook.com,Willette,Dattoli,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wdaneau@yahoo.com,Wernher,Daneau,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wcortez@yahoo.com,Warren,Cortez,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
wcopeland@yandex.com,Wes,Copeland,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wcopeland@live.com,Wulf,Copeland,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
wcontreras@outlook.com,Walker,Contreras,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
wcicchetti@yahoo.com,William,Cicchetti,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wcharrier@yahoo.com,Wulf,Charrier,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wcatucci@gmail.com,Waldo,Catucci,1503.00,2488,Cooper Inc,Polarized discrete product,2021-03-21
wcastro@yahoo.com,Walburg,Castro,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
wcarrillo@outlook.com,Waldo,Carrillo,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wcardone@live.com,Wilburn,Cardone,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wcarboni@yandex.com,Wernher,Carboni,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wcapelle@outlook.com,Wendy,Capelle,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wcanuel@live.com,Wayne,Canuel,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
wburris@outlook.com,Walburg,Burris,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
wburke@protonmail.com,Waldeburg,Burke,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbryan@protonmail.com,Wiebke,Bryan,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbrun@protonmail.com,Walker,Brun,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbrousseau@protonmail.com,Waldo,Brousseau,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wbrewer@yandex.com,Williams,Brewer,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbranch@outlook.com,Woodrow,Branch,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
wboyle@live.com,Wolf,Boyle,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbowman@yahoo.com,Wulf,Bowman,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wboulet@yahoo.com,Wally,Boulet,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wbotticelli@protonmail.com,William,Botticelli,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbohn@live.com,Winfred,Bohn,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbisio@yahoo.com,Whitney,Bisio,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
wbisaillon@outlook.com,Waldo,Bisaillon,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wberinger@live.com,Wallace,Beringer,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
wberger@live.com,Wyatt,Berger,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
wbelleau@protonmail.com,Werner,Belleau,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbehrend@protonmail.com,Wilton,Behrend,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbarton@gmail.com,Waldo,Barton,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
wbarto@protonmail.com,Weston,Barto,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
wbailey@yandex.com,Wendy,Bailey,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wbach@outlook.com,Wilfred,Bach,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
wbaccaro@yandex.com,Waltraut,Baccaro,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wazzopardi@yahoo.com,Will,Azzopardi,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wayers@yahoo.com,Wonda,Ayers,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
waugustin@yandex.com,Wilfred,Augustin,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
waubry@gmail.com,Weldon,Aubry,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
washley@live.com,Willetta,Ashley,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
warpino@gmail.com,Wendell,Arpino,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
warnold@gmail.com,Waltraud,Arnold,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
warcand@live.com,Warren,Arcand,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wacker@protonmail.com,Waltraud,Acker,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
wachilles@yahoo.com,Wilfreda,Achilles,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
wacevedo@yandex.com,Warner,Acevedo,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vworkman@yahoo.com,Vonn,Workman,3768.00,2882,Barnes-Williams,Upgradable explicit forecast,2021-12-02
vwooten@yandex.com,Vivienne,Wooten,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vwolff@outlook.com,Victor,Wolff,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vwinters@yandex.com,Vanna,Winters,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vwhitney@yandex.com,Vern,Whitney,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vwells@yandex.com,Vicenzo,Wells,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
vweeks@protonmail.com,Verona,Weeks,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
vwebster@gmail.com,Vianney,Webster,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vvoigt@yandex.com,Violette,Voigt,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vvoigt@yandex.com,Vincente,Voigt,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vvogt@live.com,Volante,Vogt,72323.00,1911,Willis and Sons,Fundamental incremental database,2021-06-16
vvignal@yandex.com,Vanetta,Vignal,72323.00,1911,Willis and Sons,Fundamental incremental database,2021-06-16
vvesco@live.com,Veronika,Vesco,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vverrier@yandex.com,Viktoria,Verrier,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vtrinca@outlook.com,Vanni,Trinca,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vsweeney@outlook.com,Vonn,Sweeney,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vsparks@outlook.com,Vivan,Sparks,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vsommer@gmail.com,Vico,Sommer,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vsharpe@outlook.com,Violette,Sharpe,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
vsharp@yandex.com,Venezio,Sharp,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vschuster@yahoo.com,Venetia,Schuster,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vsaverino@yahoo.com,Vanetta,Saverino,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vsaunier@live.com,Vanessa,Saunier,40291.00,2510,Parker-Morris,Assimilated next generation instruction set,2021-02-23
vsampson@yandex.com,Victor,Sampson,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vsalmeri@outlook.com,Violette,Salmeri,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vrossano@yandex.com,Valentia,Rossano,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vrichards@yahoo.com,Viviana,Richards,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vrenaldo@yandex.com,Vanni,Renaldo,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vramos@yandex.com,Venezio,Ramos,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vpohl@live.com,Valentine,Pohl,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vpetillo@outlook.com,Venecia,Petillo,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vperugini@gmail.com,Venetta,Perugini,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vpayne@yahoo.com,Vesuvio,Payne,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vpaolella@gmail.com,Virgilio,Paolella,1559.00,948,Burns-Burnett,Front-line scalable definition,2021-05-19
volsen@live.com,Vera,Olsen,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vnolin@outlook.com,Vi,Nolin,151747.00,2284,Foley-Cox,Progressive zero administration leverage,2022-01-13
vmonzo@gmail.com,Verena,Monzo,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vmolina@live.com,Venezio,Molina,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vmaxwell@yandex.com,Vonn,Maxwell,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vmacario@yandex.com,Valentine,Macario,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vlegros@live.com,Vianney,Legros,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vlegendre@yahoo.com,Vaughn,Legendre,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vlee@yandex.com,Vanna,Lee,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
vlecompte@live.com,Valrie,Lecompte,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vjuarez@protonmail.com,Vonn,Juarez,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vjollenbeck@outlook.com,Virgil,Jollenbeck,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
vjackson@yahoo.com,Viviana,Jackson,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vhyde@live.com,Virgilio,Hyde,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vhutmacher@yahoo.com,Venecia,Hutmacher,41198.00,238,Parker PLC,Reduced interactive matrix,2021-07-21
vhurley@live.com,Vertie,Hurley,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vhowell@gmail.com,Vesuvio,Howell,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
vhowe@gmail.com,Valrie,Howe,1559.00,948,Burns-Burnett,Front-line scalable definition,2021-05-19
vhooper@outlook.com,Vernon,Hooper,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vholtzer@gmail.com,Vittore,Holtzer,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vholst@yandex.com,Vern,Holst,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vhofmeister@yahoo.com,Vittorio,Hofmeister,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vhildebrand@gmail.com,Virgile,Hildebrand,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vhess@live.com,Vaughn,Hess,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vherzog@protonmail.com,Vitalian,Herzog,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vhatfield@protonmail.com,Virgen,Hatfield,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vharding@gmail.com,Vinita,Harding,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
vgriffith@yandex.com,Valentine,Griffith,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vgerstle@yahoo.com,Vernon,Gerstle,88154.00,1114,Nunez-Richards,Exclusive attitude-oriented intranet,2021-03-10
vgehring@yahoo.com,Vanita,Gehring,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vgarner@protonmail.com,Vincenza,Garner,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vgardner@outlook.com,Vennie,Gardner,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vgamble@yandex.com,Vicenzo,Gamble,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vfriedrich@protonmail.com,Vanna,Friedrich,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
vfresco@yandex.com,Venecia,Fresco,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
vfowler@gmail.com,Vernon,Fowler,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vfoth@yahoo.com,Valeria,Foth,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vfoglio@protonmail.com,Verlene,Foglio,8362.00,65,Berry-Richardson,Automated zero tolerance implementation,2021-05-29
vfaucher@yandex.com,Virgilio,Faucher,71872.00,563,Rush-Bowers,Persevering analyzing extranet,2021-12-26
vfalkenrath@live.com,Vitale,Falkenrath,151747.00,2284,Foley-Cox,Progressive zero administration leverage,2022-01-13
vesser@protonmail.com,Violette,Esser,153288.00,968,Warren Ltd,Distributed system-worthy application,2021-09-21
vengel@yahoo.com,Vito,Engel,98164.00,1572,Mcmillan Group,Advanced cohesive Graphic Interface,2021-12-29
